title,author,url
Collection and Processing of Data from Wrist Wearable Devices in Heterogeneous and Multiple-User Scenarios,Francisco de Arriba-Pérez   Manuel Caeiro-Rodríguez   Juan M. Santos-Gago,/pmc/articles/PMC5038811/
On the impact of smart sensor approximations on the accuracy of machine learning tasks,Daniele Jahier Pagliari   Massimo Poncino,/pmc/articles/PMC7750373/
Ultraelastic Yarns from Curcumin‐Assisted ELD toward Wearable Human–Machine Interface Textiles,Chuang Zhu   Ruohao Li   Xue Chen   Evelyn Chalmers   Xiaoteng Liu   Yuqi Wang   Ben Bin Xu   Xuqing Liu,/pmc/articles/PMC7709996/
Health Sensors   Smart Home Devices   and the Internet of Medical
Things: An Opportunity for Dramatic Improvement in Care for the Lower Extremity
Complications of Diabetes,Rami Basatneh   Bijan Najafi   David G. Armstrong,/pmc/articles/PMC6154231/
Residential Consumer-Centric Demand-Side Management Based on Energy Disaggregation-Piloting Constrained Swarm Intelligence: Towards Edge Computing,Yu-Hsiu Lin   Yu-Chen Hu,/pmc/articles/PMC5982512/
An Energy-Efficient and Secure Data Inference Framework for Internet of Health Things: A Pilot Study,James Jin Kang   Mahdi Dibaei   Gang Luo   Wencheng Yang   Paul Haskell-Dowland   Xi Zheng,/pmc/articles/PMC7796504/
Emulating and Evaluating Virtual Remote Laboratories for Cybersecurity ,Antonio Robles-Gómez   Llanos Tobarra   Rafael Pastor-Vargas   Roberto Hernández   Jesús Cano,/pmc/articles/PMC7309078/
Self-adaptative Early Warning Scoring System for Smart Hospital,Imen Ben Ida   Moez Balti   Sondès Chabaane   Abderrazak Jemai,/pmc/articles/PMC7313304/
A Cooperative Phase-Steering Technique with On-Off Power Control for Spectrum Sharing-Based Wireless Sensor Networks,Sangku Lee   Janghyuk Yoon   Bang Chul Jung,/pmc/articles/PMC7181004/
Information technology in emergency management of COVID-19 outbreak,Afsoon Asadzadeh   Saba Pakkhoo   Mahsa Mirzaei Saeidabad   Hero Khezri   Reza Ferdousi,/pmc/articles/PMC7661942/
An Adaptive Deep Learning Framework for Dynamic Image Classification in the Internet of Things Environment,Syed Muslim Jameel   Manzoor Ahmed Hashmani   Mobashar Rehman   Arif Budiman,/pmc/articles/PMC7602278/
Neurobehavioral Alterations in a Genetic Murine Model of Feingold Syndrome 2,E. Fiori   L. Babicola   D. Andolina   A. Coassin   T. Pascucci   L. Patella   Y.-C. Han   A. Ventura   R. Ventura,/pmc/articles/PMC4561592/
User Activity Recognition in Smart Homes Using Pattern Clustering Applied to Temporal ANN Algorithm,Serge Thomas Mickala Bourobou   Younghwan Yoo,/pmc/articles/PMC4481973/
A Blockchain-Based Consent Platform for Active Assisted Living: Modeling Study and Conceptual Framework,Pedro Elkind Velmovitsky   Pedro Augusto Da Silva E Souza Miranda   Hélène Vaillancourt   Tania Donovska   Jennifer Teague   Plinio Pelegrini Morita,/pmc/articles/PMC7748951/
Information technologies of 21st century and their impact on the society,Mohammad Yamin,/pmc/articles/PMC7111555/
An integrated fog and Artificial Intelligence smart health framework to predict and prevent COVID-19,Prabhdeep Singh   Rajbir Kaur,/pmc/articles/PMC7659515/
Secure Utilization of Beacons and UAVs in Emergency Response Systems for Building Fire Hazard,Seung-Hyun Seo   Jung-In Choi   Jinseok Song,/pmc/articles/PMC5677227/
A Low-Power WSN Protocol with ADR and TP Hybrid Control,Chung-Wen Hung   Hao-Jun Zhang   Wen-Ting Hsu   Yi-Da Zhuang,/pmc/articles/PMC7599468/
A Multiparameter Pressure–Temperature–Humidity Sensor Based on Mixed Ionic–Electronic Cellulose Aerogels,Shaobo Han   Naveed Ul Hassan Alvi   Lars Granlöf   Hjalmar Granberg   Magnus Berggren   Simone Fabiano   Xavier Crispin,/pmc/articles/PMC6468975/
Suitability of Strain Gage Sensors for Integration into Smart Sport Equipment: A Golf Club Example,Anton Umek   Yuan Zhang   Sašo Tomažič   Anton Kos,/pmc/articles/PMC5426840/
Examining the Potential of Blockchain Technology to Meet the Needs of 21st-Century Japanese Health Care: Viewpoint on Use Cases and Policy,Tim Mackey   Hirofumi Bekki   Tokio Matsuzaki   Hiroshi Mizushima,/pmc/articles/PMC6996742/
LoRa-Based Traffic Flow Detection for Smart-Road,David Asiain   Diego Antolín,/pmc/articles/PMC7825354/
Clinical application of the experimental ADL test for patients with cognitive impairment: pilot study,Yong-Hyun Lim   Yookyeong Baek   Soon Ju Kang   Kyunghun Kang   Ho-Won Lee,/pmc/articles/PMC7801471/
To Cultivate Creativity and a Maker Mindset Through an Internet-of-Things Programming Course,Yu-Lin Jeng   Chin-Feng Lai   Sheng-Bo Huang   Po-Sheng Chiu   Hua-Xu Zhong,/pmc/articles/PMC7358256/
Connected Elbow Exoskeleton System for Rehabilitation Training Based on Virtual Reality and Context-Aware,Daniel H. de la Iglesia   André Sales Mendes   Gabriel Villarrubia González   Diego M. Jiménez-Bravo   Juan F. de Paz Santana,/pmc/articles/PMC7038710/
Deep Learning Intervention for Health Care Challenges: Some Biomedical Domain Considerations,Igbe Tobore   Jingzhen Li   Liu Yuhang   Yousef Al-Handarish   Abhishek Kandwal   Zedong Nie   Lei Wang,/pmc/articles/PMC6696854/
Wearable health devices and personal area networks: can they improve outcomes in haemodialysis patients?,Jeroen P Kooman   Fokko Pieter Wieringa   Maggie Han   Sheetal Chaudhuri   Frank M van der Sande   Len A Usvyat   Peter Kotanko,/pmc/articles/PMC7066542/
Energy-Aware System Design for Autonomous Wireless Sensor Nodes: A Comprehensive Review,Olfa Kanoun   Sonia Bradai   Sabrine Khriji   Ghada Bouattour   Dhouha El Houssaini   Meriam Ben Ammar   Slim Naifar   Ayda Bouhamed   Faouzi Derbel   Christian Viehweger,/pmc/articles/PMC7828785/
Synthesis   Characterization   and Performance Evaluation of Sulfur-Containing Diphenylamines Based on Intramolecular Synergism,Jun-Bo He   Hao Shi   Yue Wang   Xin-Lei Gao,/pmc/articles/PMC6017979/
Dynamic Reconfiguration of Cluster-Tree Wireless Sensor Networks to Handle Communication Overloads in Disaster-Related Situations,Miguel Lino   Erico Leão   André Soares   Carlos Montez   Francisco Vasques   Ricardo Moraes,/pmc/articles/PMC7506986/
An IoT Smart Rodent Bait Station System Utilizing Computer Vision,Robert Ross   Lyle Parsons   Ba Son Thai   Richard Hall   Meha Kaushik,/pmc/articles/PMC7506980/
An Authentication Protocol for Future Sensor Networks,Muhammad Bilal   Shin-Gak Kang,/pmc/articles/PMC5464775/
TrustWalker: An Efficient Trust Assessment in Vehicular Internet of Things (VIoT) with Security Consideration,Muhammad Sohail   Rashid Ali   Muhammad Kashif   Sher Ali   Sumet Mehta   Yousaf Bin Zikria   Heejung Yu,/pmc/articles/PMC7411922/
A Smart Service Platform for Cost Efficient Cardiac Health Monitoring,Oliver Faust   Ningrong Lei   Eng Chew   Edward J. Ciaccio   U Rajendra Acharya,/pmc/articles/PMC7504315/
Automated Lung Nodule Detection and Classification Using Deep Learning Combined with Multiple Strategies,Nasrullah Nasrullah   Jun Sang   Mohammad S. Alam   Muhammad Mateen   Bin Cai   Haibo Hu,/pmc/articles/PMC6749467/
Adaptive Software Architecture Based on Confident HCI for the Deployment of Sensitive Services in Smart Homes,Mario Vega-Barbas   Iván Pau   María Luisa Martín-Ruiz   Fernando Seoane,/pmc/articles/PMC4431291/
A Frequency Pattern Mining Model Based on Deep Neural Network for Real-Time Classification of Heart Conditions,Hyun Yoo   Soyoung Han   Kyungyong Chung,/pmc/articles/PMC7551638/
Wearable Textile UHF-RFID Sensors: A Systematic Review,Chengyang Luo   Ignacio Gil   Raúl Fernández-García,/pmc/articles/PMC7435827/
Insights on next-generation manufacturing of smart devices using text analytics,Suchithra Rajendran   Emily Pagel,/pmc/articles/PMC7385452/
Towards wearable and implantable continuous drug monitoring: A review,Sumin Bian   Bowen Zhu   Guoguang Rong   Mohamad Sawan,/pmc/articles/PMC7428759/
A Dependable Localization Algorithm for Survivable Belt-Type Sensor Networks,Mingqiang Zhu   Fei Song   Lei Xu   Jung Taek Seo   Ilsun You,/pmc/articles/PMC5750801/
Synthesis of Fe-MCM-41 Using Iron Ore Tailings as the Silicon and Iron Source,Xin Li   Honghao Yu   Yan He   Xiangxin Xue,/pmc/articles/PMC3335322/
A Dual-Connectivity Mobility Link Service for Producer Mobility in the Named Data Networking,Ju-Ho Choi   Jung-Hwan Cha   Youn-Hee Han   Sung-Gi Min,/pmc/articles/PMC7506978/
Smart campus—A sketch,Nasro Min-Allah   Saleh Alrashed,/pmc/articles/PMC7207122/
Self-Organizing Peer-To-Peer Middleware for Healthcare Monitoring in Real-Time,Hyun Ho Kim   Hyeong Gon Jo   Soon Ju Kang,/pmc/articles/PMC5713001/
Market Model for Resource Allocation in Emerging Sensor Networks with Reinforcement Learning,Yue Zhang   Bin Song   Ying Zhang   Xiaojiang Du   Mohsen Guizani,/pmc/articles/PMC5191002/
Radiochemistry   PET Imaging   and the Internet of Chemical
Things,Stephen Thompson   Michael R. Kilbourn   Peter J. H. Scott,/pmc/articles/PMC4999973/
Breaking Trivium Stream Cipher Implemented in ASIC Using Experimental Attacks and DFA,Francisco Eugenio Potestad-Ordóñez   Manuel Valencia-Barrero   Carmen Baena-Oliva   Pilar Parra-Fernández   Carlos Jesús Jiménez-Fernández,/pmc/articles/PMC7730906/
Robust Intra-Body Communication Using SHA1-CRC Inversion-Based Protection and Error Correction for Securing Electronic Authentication,Seongho Cho   Daejin Park,/pmc/articles/PMC7663128/
Learning automata based energy-efficient AI hardware design for IoT applications,Adrian Wheeldon   Rishad Shafik   Tousif Rahman   Jie Lei   Alex Yakovlev   Ole-Christoffer Granmo,/pmc/articles/PMC7536019/
RAZOR: A Compression and Classification Solution for the Internet of Things,Matteo Danieletto   Nicola Bui   Michele Zorzi,/pmc/articles/PMC3926547/
Artificial Intelligence (AI) and Cardiovascular Diseases: An Unexpected Alliance,Silvia Romiti   Mattia Vinciguerra   Wael Saade   Iñaki Anso Cortajarena   Ernesto Greco,/pmc/articles/PMC7336209/
Design and Development of Digital Twins: a Case Study in Supply Chains,Jose Antonio Marmolejo-Saucedo,/pmc/articles/PMC7275123/
Wearable Devices in Medical Internet of Things: Scientific Research and Commercially Available Devices,Mostafa Haghi   Kerstin Thurow   Regina Stoll,/pmc/articles/PMC5334130/
DOLARS   a Distributed On-Line Activity Recognition System by Means of Heterogeneous Sensors in Real-Life Deployments—A Case Study in the Smart Lab of The University of Almería,Marcos Lupión   Javier Medina-Quero   Juan F. Sanjuan   Pilar M. Ortigosa,/pmc/articles/PMC7827297/
OpCode-Level Function Call Graph Based Android Malware Classification Using Deep Learning,Weina Niu   Rong Cao   Xiaosong Zhang   Kangyi Ding   Kaimeng Zhang   Ting Li,/pmc/articles/PMC7374318/
Der Einfluss von IoT-   Big-Data- und Mobile-Health-Lösungen auf die Wertschöpfung in Krankenhäusern: Gap-Analyse und Handlungsempfehlungen,Florian Neft   Karolin Eva Kappler   Stefan Smolnik,/pmc/articles/PMC7657072/
Real-Time Identification of Irrigation Water Pollution Sources and Pathways with a Wireless Sensor Network and Blockchain Framework,Yu-Pin Lin   Hussnain Mukhtar   Kuan-Ting Huang   Joy R. Petway   Chiao-Ming Lin   Cheng-Fu Chou   Shih-Wei Liao,/pmc/articles/PMC7374519/
Development of a Solar-Powered IoT-Based Instrument for Automatic Measurement of Water Clarity,Tuan Ngoc Pham   Anh Pham Huy Ho   Tuong Van Nguyen   Ha Minh Nguyen   Nhu Huynh Truong   Nguyen Duc Huynh   Tung Huy Nguyen   Le The Dung,/pmc/articles/PMC7180993/
A Hybrid Scheme for Fine-Grained Search and Access Authorization in Fog Computing Environment,Min Xiao   Jing Zhou   Xuejiao Liu   Mingda Jiang,/pmc/articles/PMC5492313/
Futuristic biosensors for cardiac health care: an artificial intelligence approach,Rajat Vashistha   Arun Kumar Dangi   Ashwani Kumar   Deepak Chhabra   Pratyoosh Shukla,/pmc/articles/PMC6081842/
HABITAT: An IoT Solution for Independent Elderly,Elena Borelli   Giacomo Paolini   Francesco Antoniazzi   Marina Barbiroli   Francesca Benassi   Federico Chesani   Lorenzo Chiari   Massimiliano Fantini   Franco Fuschini   Andrea Galassi   Gian Andrea Giacobone   Silvia Imbesi   Melissa Licciardello   Daniela Loreti   Michele Marchi   Diego Masotti   Paola Mello   Sabato Mellone   Giuseppe Mincolelli   Carla Raffaelli   Luca Roffia   Tullio Salmon Cinotti   Carlo Tacconi   Paola Tamburini   Marco Zoli   Alessandra Costanzo,/pmc/articles/PMC6427271/
Power-system protection device with IoT-based support for integration in smart environments,Octavian Mihai Machidon   Cornel Stanca   Petre Ogrutan   Carmen Gerigan   Lia Aciu,/pmc/articles/PMC6281231/
An Internet of Things System for Underground Mine Air Quality Pollutant Prediction Based on Azure Machine Learning,ByungWan Jo   Rana Muhammad Asad Khan,/pmc/articles/PMC5948816/
Hausdorff Distance Model-Based Identity Authentication for IP Circuits in Service-Centric Internet-of-Things Environment,Wei Liang   Weihong Huang   Wuhui Chen   Kuan-Ching Li   Keqin Li,/pmc/articles/PMC6387183/
A Heuristic to Create Prosumer Community Groups in the Social Internet of Energy,Víctor Caballero   David Vernet   Agustín Zaballos,/pmc/articles/PMC7374439/
Using Linguistic Properties of Place Specification for Network Naming to Improve Mobility Performance,Jairo López   Quang Ngoc Nguyen   Zheng Wen   Keping Yu   Takuro Sato,/pmc/articles/PMC6651040/
Occurrence of multiclass endocrine disrupting compounds in a drinking water supply system and associated risks,Sze Yee Wee   Ahmad Zaharin Aris   Fatimah Md. Yusoff   Sarva Mangala Praveena,/pmc/articles/PMC7576597/
The State-of-the-Art of Sensors and Environmental Monitoring Technologies in Buildings,Hasan Hayat   Thomas Griffiths   Desmond Brennan   Richard P. Lewis   Michael Barclay   Chris Weirman   Bruce Philip   Justin R. Searle,/pmc/articles/PMC6749305/
Distributed Fusion of Sensor Data in a Constrained Wireless Network,Charikleia Papatsimpa   Jean-Paul Linnartz,/pmc/articles/PMC6427351/
Tracking by Risky Particle Filtering over Sensor Networks,Jaechan Lim   Hyung-Min Park,/pmc/articles/PMC7308979/
A Generalized Threat Model for Visual Sensor Networks,Jennifer Simonjan   Sebastian Taurer   Bernhard Dieber,/pmc/articles/PMC7374518/
On Transform Domain Communication Systems under Spectrum Sensing Mismatch: A Deterministic Analysis,Chuanxue Jin   Su Hu   Yixuan Huang   Qu Luo   Dan Huang   Yi Li   Yuan Gao   Shaochi Cheng,/pmc/articles/PMC5539630/
Think Like a Hacker: Insights on the Latest Attack Vectors (and Security Controls) for Medical Device Applications,Mandeep Khera,/pmc/articles/PMC5478033/
SLAE–CPS: Smart Lean Automation Engine Enabled by Cyber-Physical Systems Technologies,Jing Ma   Qiang Wang   Zhibiao Zhao,/pmc/articles/PMC5539867/
Designing an IT Ecosystem for Pregnancy Care Management Based on Pervasive Technologies,Daniel Bjelica   Artur Bjelica   Marijana Despotović-Zrakić   Božidar Radenković   Dušan Barać   Marko Đogatović,/pmc/articles/PMC7824737/
Social learning for resilient data fusion against data falsification attacks,Fernando Rosas   Kwang-Cheng Chen   Deniz Gündüz,/pmc/articles/PMC6208803/
CLASP (Continuous lifestyle awareness through sweat platform): A novel sensor for simultaneous detection of alcohol and glucose from passive perspired sweat,Ashlesha Bhide   Sriram Muthukumar   Shalini Prasad,/pmc/articles/PMC6085885/
A Flexible Temperature Sensor Based on Reduced Graphene Oxide for Robot Skin Used in Internet of Things,Guanyu Liu   Qiulin Tan   Hairong Kou   Lei Zhang   Jinqi Wang   Wen Lv   Helei Dong   Jijun Xiong,/pmc/articles/PMC5982612/
MoreAir: A Low-Cost Urban Air Pollution Monitoring System,Ihsane Gryech   Yassine Ben-Aboud   Bassma Guermah   Nada Sbihi   Mounir Ghogho   Abdellatif Kobbane,/pmc/articles/PMC7071408/
A Novel Sensor Based on a Single-Pixel Microwave Radiometer for Warm Object Counting: Concept Validation and IoT Perspectives,Federico Alimenti   Stefania Bonafoni   Luca Roselli,/pmc/articles/PMC5492221/
Tag Localization with Asynchronous Inertial-Based Shifting and Trilateration,Abdallah Y. Alma’aitah   Lobna M. Eslim   Hossam S. Hassanein,/pmc/articles/PMC6928696/
Medical Device Integration Model Based on the Internet of Things,Aiyu Hao   Ling Wang,/pmc/articles/PMC4645837/
The Role of Digital Technologies that Could Be Applied for Prescreening in the Mining Industry During the COVID-19 Pandemic,Iqra Atif   Frederick Thomas Cawood   Muhammad Ahsan Mahboob,/pmc/articles/PMC7471498/
Enhanced output performance on LbL multilayer PVDF-TrFE piezoelectric films for charging supercapacitor,Moon Hyun Chung   Seunghwan Yoo   Hyun-Jun Kim   Jungjoon Yoo   Seol-Yee Han   Kyung-Hwa Yoo   Hakgeun Jeong,/pmc/articles/PMC6488593/
Advancements in Radiographic Evaluation Through the Migration into NDE 4.0,Hossain Saboonchi   Donald Blanchette   Kimberley Hayes,/pmc/articles/PMC7823196/
Cloud Material Handling Systems: Conceptual Model and Cloud-Based Scheduling of Handling Activities,Fabio Sgarbossa   Mirco Peron   Giuseppe Fragapane,/pmc/articles/PMC7279427/
Mutual Authentication Protocol for D2D Communications in a Cloud-Based E-Health System,Ana Paula G. Lopes   Paulo R. L. Gondim,/pmc/articles/PMC7181216/
Using a Medical Intranet of Things System to Prevent Bed Falls in an Acute Care Hospital: A Pilot Study,Henri U Balaguera   Diana Wise   Chun Yin Ng   Han-Wen Tso   Wan-Lin Chiang   Aimee M Hutchinson   Tracy Galvin   Lee Hilborne   Cathy Hoffman   Chi-Cheng Huang   C Jason Wang,/pmc/articles/PMC5438463/
Q-Learning Based Fair and Efficient Coexistence of LTE in Unlicensed Band,Rojeena Bajracharya   Rakesh Shrestha   Sung Won Kim,/pmc/articles/PMC6651536/
Towards an End-to-End Framework of CCTV-Based Urban Traffic Volume Detection and Prediction,Maria V. Peppa   Tom Komar   Wen Xiao   Phil James   Craig Robson   Jin Xing   Stuart Barr,/pmc/articles/PMC7830990/
Dynamic Speed Control of Unmanned Aerial Vehicles for Data Collection under Internet of Things,Qi Pan   Xiangming Wen   Zhaoming Lu   Linpei Li   Wenpeng Jing,/pmc/articles/PMC6264090/
Improved Performance of SRAM-Based True Random Number Generator by Leveraging Irradiation Exposure,Xu Zhang   Chunsheng Jiang   Gang Dai   Le Zhong   Wen Fang   Ke Gu   Guoping Xiao   Shangqing Ren   Xin Liu   Sanyong Zou,/pmc/articles/PMC7663444/
An Integrated Approach of Belief Rule Base and Deep Learning to Predict Air Pollution,Sami Kabir   Raihan Ul Islam   Mohammad Shahadat Hossain   Karl Andersson,/pmc/articles/PMC7181062/
Classification Based on Pruning and Double Covered Rule Sets for the Internet of Things Applications,Shasha Li   Zhongmei Zhou   Weiping Wang,/pmc/articles/PMC3913369/
UAV Landing Using Computer Vision Techniques for Human Detection ,David Safadinho   João Ramos   Roberto Ribeiro   Vítor Filipe   João Barroso   António Pereira,/pmc/articles/PMC7037756/
A 24-GHz Front-End Integrated on a Multilayer Cellulose-Based Substrate for Doppler Radar Sensors ,Federico Alimenti   Valentina Palazzi   Chiara Mariotti   Marco Virili   Giulia Orecchini   Stefania Bonafoni   Luca Roselli   Paolo Mezzanotte,/pmc/articles/PMC5621086/
Wireless whispering-gallery-mode sensor for thermal sensing and aerial mapping,Xiangyi Xu   Weijian Chen   Guangming Zhao   Yihang Li   Chenyang Lu   Lan Yang,/pmc/articles/PMC6133935/
Empowering the Internet of Vehicles with Multi-RAT 5G Network Slicing,Ramon Sanchez-Iborra   José Santa   Jorge Gallego-Madrid   Stefan Covaci   Antonio Skarmeta,/pmc/articles/PMC6679261/
Effectiveness of Lifestyle Intervention Using the Internet of Things System for Individuals with Early Type 2 Diabetes Mellitus,Sawako Kato   Masahiko Ando   Hiroyuki Honda   Yasuko Yoshida   Takahiro Imaizumi   Naoki Yamamoto   Shoichi Maruyama,/pmc/articles/PMC6995706/
Molecular characterisation of aromatase inhibitor-resistant advanced breast cancer: the phenotypic effect of ESR1 mutations,Elena Lopez-Knowles   Alex Pearson   Gene Schuster   Pascal Gellert   Ricardo Ribas   Belinda Yeo   Ros Cutts   Richard Buus   Isaac Garcia-Murillas   Ben Haynes   Lesley-Ann Martin   Ian Smith   Nick Turner   Mitch Dowsett,/pmc/articles/PMC6342946/
A Fast Density-Based Clustering Algorithm for Real-Time Internet of Things Stream,Amineh Amini   Hadi Saboohi   Teh Ying Wah   Tutut Herawan,/pmc/articles/PMC4090461/
Shock-Resistibility of MEMS-Based Inertial Microswitch under Reverse Directional Ultra-High g Acceleration for IoT Applications,Qiu Xu   Zhuoqing Yang   Yunna Sun   Liyan Lai   Zhiyu Jin   Guifu Ding   Xiaolin Zhao   Jinyuan Yao   Jing Wang,/pmc/articles/PMC5374543/
A Novel Cardiac Auscultation Monitoring System Based on Wireless Sensing for Healthcare,Haoran Ren   Hailong Jin   Chen Chen   Hemant Ghayvat   Wei Chen,/pmc/articles/PMC6054516/
An Anti-Interference Scheme for UAV Data Links in Air–Ground Integrated Vehicular Networks,Yixin He   Daosen Zhai   Ruonan Zhang   Xiaojiang Du   Mohsen Guizani,/pmc/articles/PMC6864476/
A Wireless Sensor Network for Growth Environment Measurement and Multi-Band Optical Sensing to Diagnose Tree Vigor,Shinichi Kameoka   Shuhei Isoda   Atsushi Hashimoto   Ryoei Ito   Satoru Miyamoto   Genki Wada   Naoki Watanabe   Takashi Yamakami   Ken Suzuki   Takaharu Kameoka,/pmc/articles/PMC5464192/
Access Control Based on Ciphertext Attribute Authentication and Threshold Policy for the Internet of Things,Qikun Zhang   Yongjiao Li   Zhigang Li   Junling Yuan   Yong Gan   Xiangyang Luo,/pmc/articles/PMC6928987/
From the Sensor to the Cloud: Intelligence Partitioning for Smart Camera Applications,Irida Shallari   Mattias O’Nils,/pmc/articles/PMC6929032/
PRISER: Managing Notification in Multiples Devices with Data Privacy Support,Luis Augusto Silva   Valderi Reis Quietinho Leithardt   Carlos O. Rolim   Gabriel Villarrubia González   Cláudio F. R. Geyer   Jorge Sá Silva,/pmc/articles/PMC6679164/
A Micro-Level Compensation-Based Cost Model for Resource Allocation in a Fog Environment,Sudheer Kumar Battula   Saurabh Garg   Ranesh Kumar Naha   Parimala Thulasiraman   Ruppa Thulasiram,/pmc/articles/PMC6650825/
An Automatic User Activity Analysis Method for Discovering Latent Requirements: Usability Issue Detection on Mobile Applications,Soojin Park   Sungyong Park   Kyeongwook Ma,/pmc/articles/PMC6165365/
Compact FPGA hardware architecture for public key encryption in embedded devices,Luis Rodríguez-Flores   Miguel Morales-Sandoval   René Cumplido   Claudia Feregrino-Uribe   Ignacio Algredo-Badillo,/pmc/articles/PMC5779673/
Life stages and morphological variations of   Limnocythere inopinata ( Crustacea    Ostracoda) from Lake Jiang-Co (northern Tibet): a bioculture experiment,Can Wang   Hailei Wang   Xingxing Kuang   Ganlin Guo,/pmc/articles/PMC7835202/
A comparison between internal protein nanoenvironments of α-helices and β-sheets,Ivan Mazoni   Jose Augusto Salim   Fabio Rogerio de Moraes   Luiz Borro   Goran Neshich,/pmc/articles/PMC7773245/
Porous Fe2O3 Nanorods on Hierarchical Porous Biomass Carbon as Advanced Anode for High-Energy-Density Asymmetric Supercapacitors,Pingping Yu   Wei Duan   Yanfeng Jiang,/pmc/articles/PMC7726331/
2D atomic crystal molecular superlattices by soft plasma intercalation,Lufang Zhang   Haiyan Nan   Xiumei Zhang   Qifeng Liang   Aijun Du   Zhenhua Ni   Xiaofeng Gu   Kostya (Ken) Ostrikov   Shaoqing Xiao,/pmc/articles/PMC7686334/
Adaptive Fuzzy Sliding Mode Control for a Micro Gyroscope with Backstepping Controller,Juntao Fei   Yunmei Fang   Zhuli Yuan,/pmc/articles/PMC7693956/
Performance Improvement of Discretely Modulated Continuous-Variable Quantum Key Distribution with Untrusted Source via Heralded Hybrid Linear Amplifier,Kunlin Zhou   Xuelin Wu   Yun Mao   Zhiya Chen   Qin Liao   Ying Guo,/pmc/articles/PMC7517486/
Simultaneous Classical Communication and Quantum Key Distribution Based on Plug-and-Play Configuration with an Optical Amplifier,Xiaodong Wu   Yijun Wang   Qin Liao   Hai Zhong   Ying Guo,/pmc/articles/PMC7514817/
Enhancing of Self-Referenced Continuous-Variable Quantum Key Distribution with Virtual Photon Subtraction,Hai Zhong   Yijun Wang   Xudong Wang   Qin Liao   Xiaodong Wu   Ying Guo,/pmc/articles/PMC7513102/
Improving the Maximum Transmission Distance of Self-Referenced Continuous-Variable Quantum Key Distribution Using a Noiseless Linear Amplifier,Yijun Wang   Xudong Wang   Duan Huang   Ying Guo,/pmc/articles/PMC7512978/
Background Load Denoising across Complex Load Based on Generative Adversarial Network to Enhance Load Identification,Afifatul Mukaroh   Thi-Thu-Huong Le   Howon Kim,/pmc/articles/PMC7582636/
L-Shaped Slot-Loaded Stepped-Impedance Microstrip Structure UWB Antenna,Zhong Hua Ma   Yan Feng Jiang,/pmc/articles/PMC7570233/

Femoroacetabular Impingement and Acetabular Labral Tears - Part 3: Surgical Treatment

,Marcelo C. Queiroz   Walter Ricioli Junior   Leandro Ejnisman   Henrique Melo de Campos Gurgel   Helder de Souza Miyahara   Giancarlo Cavalli Polesello,/pmc/articles/PMC7575401/
Comparative tomographic study of the iliac screw and the S2-alar-iliac screw in children,Mauro Costa Morais Tavares-Júnior   Fernando Barbosa Sanchez   Jaime David Uquillas Iturralde   Renan Jose Rodrigues Fernandes   Raphael Martus Marcon   Alexandre Fogaça Cristante   Tarcisio Eloy Pessoa de Barros-Filho   Olavo Biraghi Letaif,/pmc/articles/PMC7470428/
Block Diagonal Hybrid Precoding and Power Allocation for QoS-Aware BDMA Downlink Transmissions,Guanchong Niu   Qi Cao   Manon Pun,/pmc/articles/PMC7472285/
Quantization-Mitigation-Based Trajectory Control for Euler-Lagrange Systems with Unknown Actuator Dynamics,Yi Lyu   Qiyu Yang   Patrik Kolaric,/pmc/articles/PMC7411719/
Management of patients with spinal cord injury during the coronavirus disease pandemic,Ricardo Teixeira e Silva   Alexandre Fogaça Cristante   Raphael Martus Marcon   Tarcísio Eloy Pessoa de Barros-Filho,/pmc/articles/PMC7362716/
Multimodal MRI Brain Tumor Image Segmentation Using Sparse Subspace Clustering Algorithm,Li Liu   Liang Kuang   Yunfeng Ji,/pmc/articles/PMC7355351/
Short-term follow-up of embolization of hip synovitis,Mateus Picada Correa   Renan Camargo Puton   Jaber Nashat Saleh   Rafael Stevan Noel   Luis Henrique Penteado da Silva   Daniela Medeiros de Castro   Julio Cesar de Mello Bajesrki,/pmc/articles/PMC7355054/
Assessment of the Number of Valid Observations and Diurnal Changes in Chl-a for GOCI: Highlights for Geostationary Ocean Color Missions,Dan Zhao   Lian Feng,/pmc/articles/PMC7349568/
PCA Based Kernel Initialization for Convolutional Neural Networks,Yifeng Wang   Yuxi Rong   Hongyue Pan   Ke Liu   Yang Hu   Fangmin Wu   Wei Peng   Xingsi Xue   Junfeng Chen,/pmc/articles/PMC7351687/
Pooling region learning of visual word for image classification using bag-of-visual-words model,Ye Xu   Xiaodong Yu   Tian Wang   Zezhong Xu,/pmc/articles/PMC7274423/
InvivoPen: A novel plasma source for in vivo cancer treatment,Xin Zhou   Dongyan Cai   Shaoqing Xiao   Meng Ning   Renwu Zhou   Shuo Zhang   Xiao Chen   Kostya Ostrikov   Xiaofeng Dai,/pmc/articles/PMC7052936/
A 45 nm CMOS Avalanche Photodiode with 8.4-GHz Bandwidth,Wenhao Zhi   Qingxiao Quan   Pingping Yu   Yanfeng Jiang,/pmc/articles/PMC7019848/
Relation extraction between bacteria and biotopes from biomedical texts with attention mechanisms and domain-specific contextual representations,Amarin Jettakul   Duangdao Wichadakul   Peerapon Vateekul,/pmc/articles/PMC6889521/
